prompt,prompt_traducido,prompt_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,sentimiento,frame,subtopico
"the interior of the church of the holy trinity, in a medieval crypt, inside a crypt, book of kells, old gothic crypt, inside the tomb of jesus, crypt, inside the sepulchre, cementary of skulls, golden treasures on the walls, mausoleum, ossuary, inside a tomb, seville. byzantine mosaics","El interior de la Iglesia de la Santísima Trinidad, en una cripta medieval, dentro de una cripta, Libro de Kells, vieja cripta gótica, dentro de la Tumba de Jesús, cripta, dentro del sepulcro, cementaria de cráneos, tesoros dorados en las paredes, mausoleo, osuario, dentro de una tumba, Sevilla.mosaicos bizantinos",el interior de la iglesia de la santisima trinidad en una cripta medieval dentro de una cripta libro de kells vieja cripta gotica dentro de la tumba de jesus cripta dentro del sepulcro cementaria de craneos tesoros dorados en las paredes mausoleo osuario dentro de una tumba sevillamosaicos bizantinos,interior iglesia santisima trinidad medieval libro kells viejo gotico jesus cripta sepulcro cementario craneo tesoro dorado pared mausoleo osuario tumba sevilla mosaicos bizantino,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a large building with a flag on top, tlaquepaque, downtown mexico, mexico, mexico city, parks and monuments, guanajuato, tenochtitlan, mexican folklore, a monumental, parks and public space, park background, ornate palace made of green, parks and gardens, cinemática, vale encantado, foto realista","Un gran edificio con una bandera en la parte superior, TlaquePqueque, el centro de México, México, Ciudad de México, Parques y Monumentos, Guanajuato, Tenochtitlan, Folklore mexicano, un espacio monumental, de parques y espacios públicos, antecedentes de parques, Palacio Ornado hecho de verde, parques y jardines, cinemática, Vale Encantado, Foto Realista",un gran edificio con una bandera en la parte superior tlaquepqueque el centro de mexico mexico ciudad de mexico parques y monumentos guanajuato tenochtitlan folklore mexicano un espacio monumental de parques y espacios publicos antecedentes de parques palacio ornado hecho de verde parques y jardines cinematica vale encantado foto realista,edificio bandera superior tlaquepqueque centro ciudad mexico monumento guanajuato tenochtitlan folklore mexicano monumental espacio publico antecedente parque palacio ornado verde parques jardines cinematico valer encantado foto realista,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,0
"a golden statue on top of a building, winged victory, winged victory!!!, winged victory of samothrace, golden wings, grand angel wings, gold wings, winged girl angel, mexico city, gold wings on head, tall female angel, eros, super wide angel, angel halo, flying angels, poe's angel, totalitarian socialist angel, angel-themed","¡Una estatua dorada sobre un edificio, victoria alada, victoria alada!, Victoria alada de Samothrace, alas doradas, alas de gran ángel, alas de oro, ángel de chicas aladas, Ciudad de México, alas de oro en la cabeza, ángel alto, eros, ángel súper ancho, ángel, ángeles voladores, ángel de Poe, ángel socialista total, ángel, ángel, ángel con el ángel y demanda en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado con eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en elemento.",una estatua dorada sobre un edificio victoria alada victoria alada victoria alada de samothrace alas doradas alas de gran angel alas de oro angel de chicas aladas ciudad de mexico alas de oro en la cabeza angel alto eros angel super ancho angel angeles voladores angel de poe angel socialista total angel angel angel con el angel y demanda en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en eleminado con eleminado en eleminado en eleminado en eleminado en eleminado en eleminado en elemento,estatua edificio victoria alado samothrace dorado chica alada ciudad mexico ala oro cabeza alto ero super ancho angeles voladores poe socialista angel demanda eleminado elemento,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,2
"a fountain in a park with flowers and trees, tlaquepaque, the empress’ swirling gardens, tiled fountains, las pozas, fountain in the middle, breakfast at las pozas, fountain, fountain of water, gardens and fountains, 3 nymphs circling a fountain, water feature, featuring marble fountains, statue is a fountain, water fountain","a fountain in a park with flowers and trees, tlaquepaque, the empress’ swirling gardens, tiled fountains, las pozas, fountain in the middle, breakfast at las pozas, fountain, fountain of water, gardens and fountains, 3 nymphs circling a fountain, water feature, featuring marble fountains, statue is a fountain, water fountain",a fountain in a park with flowers and trees tlaquepaque the empress swirling gardens tiled fountains las pozas fountain in the middle breakfast at las pozas fountain fountain of water gardens and fountains 3 nymphs circling a fountain water feature featuring marble fountains statue is a fountain water fountain,park with flowers trees tlaquepaque empress swirling tiled the middle breakfast poza gardens and nymphs circling feature featuring marble fountains statue water fountain,3,the,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a lake with trees and a boat in the water, a photo of a lake on a sunny day, sunny day in a park, in a park and next to a lake, parks and lakes, mexico city, city park, in a city park, green waters, park background, sunny park background, small lake, photo taken with ektachrome, a park","Un lago con árboles y un bote en el agua en el agua, una foto de un lago en un día soleado, día soleado en un parque, en un parque y al lado de un lago, parques y lagos, Ciudad de México, parque de la ciudad, en un parque de la ciudad, aguas verdes, fondo del parque, fondo de parque soleado, pequeño lago, foto tomada con ektachrome, un parque, un parque",un lago con arboles y un bote en el agua en el agua una foto de un lago en un dia soleado dia soleado en un parque en un parque y al lado de un lago parques y lagos ciudad de mexico parque de la ciudad en un parque de la ciudad aguas verdes fondo del parque fondo de parque soleado pequeno lago foto tomada con ektachrome un parque un parque,arbol bote parques lagos mexico ciudad agua verde fondo soleado pequeno lago foto tomado ektachrome parque,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"the ceiling of the church of the immaculate mary, painting on the ceiling, by David Alfaro Siqueiros, murals, symbolic mural, 3 6 0 picture, mexican muralism ) ravi supa, mural art, ultradetailed mural, sky mural on the room ceiling, muralism, 3 d ar vr art, by José Clemente Orozco, mural","El techo de la Iglesia de la Inmaculada María, pintando en el techo, por David Alfaro Siqueiros, murales, Mural simbólico, 3 6 0 Imagen, Muralismo mexicano) Ravi Supa, Mural Art, Ultradetailed Mural, Sky Mural en el techo de la habitación, Muralismo, 3 D AR VR Art, por José Clemento, Muralco, Mural Mural de la sala, Muralismo, 3 D Ar Vr, de José Clemento, Muralco, Mural Mural de la habitación",el techo de la iglesia de la inmaculada maria pintando en el techo por david alfaro siqueiros murales mural simbolico 3 6 0 imagen muralismo mexicano ravi supa mural art ultradetailed mural sky mural en el techo de la habitacion muralismo 3 d ar vr art por jose clemento muralco mural mural de la sala muralismo 3 d ar vr de jose clemento muralco mural mural de la habitacion,iglesia inmaculada maria pintar david alfaro siqueiro simbolico imagen mexicano ravi supa ultradetailed sky techo art sala muralismo jose clemento muralco mural habitacion,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a large aquarium with many fish in it, okinawa churaumi aquarium, a huge glass tank, giant aquarium in natural cave, aquarium, big aquarium, aisles of aquariums, 3 6 0 projection, discovery zone, background is a low light museum, fish shoal, panoramic anamorphic, fish tank, 360 degree view, in the zoo exhibit","Un acuario grande con muchos peces, Acuario de Okinawa Churaumi, un enorme tanque de vidrio, acuario gigante en cueva natural, acuario, gran acuario, pasillos de acuarios, 3 6 0 de proyección, zona de descubrimiento, fondo es un museo de baja luz, zapato de pescado, anamorfos panorámicos, pez de pescado, visión de 360 ​​títulos, en la exposición zoológico",un acuario grande con muchos peces acuario de okinawa churaumi un enorme tanque de vidrio acuario gigante en cueva natural acuario gran acuario pasillos de acuarios 3 6 0 de proyeccion zona de descubrimiento fondo es un museo de baja luz zapato de pescado anamorfos panoramicos pez de pescado vision de 360 titulos en la exposicion zoologico,okinawa churaumi enorme tanque vidrio gigante cueva natural pasillo acuario proyeccion zona descubrimiento fondo museo bajo luz zapato anamorfos panoramicos pez pescado vision titulo exposicion zoologico,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,-1
"a colorful sculpture in the middle of a park, made out of legos, artwork of a hong kong street, shenzhen, made of lego, outdoor art installation, mexico city, polygonal iron steel walls, colorful tiled architecture, cubic blocks, robot art cracking the road, by Weiwei, lego city, lego style, downtown mexico, by Ai Weiwei","Una escultura colorida en el medio de un parque, hecha de Legos, obras de arte de una calle Hong Kong, Shenzhen, hecha de Lego, instalación de arte al aire libre, Ciudad de México, paredes de acero de hierro poligonal, arquitectura colorida de mosaico, bloques cúbicos, robot artes de arte, de Weiwei, ciudad de Lego, estilo de lego, centro de mexico, por ai weiwei weiwei weiwei weh",una escultura colorida en el medio de un parque hecha de legos obras de arte de una calle hong kong shenzhen hecha de lego instalacion de arte al aire libre ciudad de mexico paredes de acero de hierro poligonal arquitectura colorida de mosaico bloques cubicos robot artes de arte de weiwei ciudad de lego estilo de lego centro de mexico por ai weiwei weiwei weiwei weh,escultura parque obra calle hong kong shenzhen hecho instalacion aire libre paredes acero hierro poligonal arquitectura colorido mosaico bloque cubico robot artes arte ciudad estilo lego centro mexico weiwei weh,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,1
"a group of chocolate covered skulls with colorful decorations, celebrating day of the dead, el dia los muertos, dia de los muertos. 8 k, day of all the dead, ( el dia los muertos ), ( ( dia de los muertos ) ), el dia los muertos!, dia de los muertos, (dia de los muertos)","Un grupo de cráneos cubiertos de chocolate con decoraciones coloridas, celebrando Day of the Dead, El Dia Los Muertos, Dia de los Muertos.8 K, día de todos los muertos, (El Dia Los Muertos), ((Dia de los Muertos), El Dia Los Muertos!, Dia de los Muertos, (Dia de los Muertos)",un grupo de craneos cubiertos de chocolate con decoraciones coloridas celebrando day of the dead el dia los muertos dia de los muertos8 k dia de todos los muertos el dia los muertos dia de los muertos el dia los muertos dia de los muertos dia de los muertos,grupo craneo cubierto chocolate decoración colorida celebrar day the dead muerto,3,the,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a city with lots of lights and buildings, downtown mexico, mexico city, beatiful lights, guanajuato, parade setting, christmas lights, miles df, local illumination, city led lights, the lights are on, colorful lights, beautiful lights, tlaquepaque, dia de los muertos, beautiful colorful lights, el dia los muertos, mexico","Una ciudad con muchas luces y edificios, centro de México, Ciudad de México, hermosas luces, Guanajuato, escenario del desfile, luces navideñas, millas DF, iluminación local, luces LED de la ciudad, las luces están encendidas, luces coloridas, hermosas luces, tlaqueque, dia de los muertos, hermosas luces de color, el dia el dia. México, México, México.",una ciudad con muchas luces y edificios centro de mexico ciudad de mexico hermosas luces guanajuato escenario del desfile luces navidenas millas df iluminacion local luces led de la ciudad las luces estan encendidas luces coloridas hermosas luces tlaqueque dia de los muertos hermosas luces de color el dia el dia mexico mexico mexico,edificio centro guanajuato escenario desfile navidena millas iluminacion local led ciudad encendido colorida tlaqueque muerto hermoso luz color mexico,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
